MESE;COD_DITT;UNI_FUNZ;FNM_g_2017;FEM_g_2017;FTM_g_2017;ASIA;ateco;FNM_p_2016;FEM_p_2016;FTM_p_2016
10;00505716A;0;;;;266589;322;38;128;166
11;00013540H;0;372;34;406;2422844;143;165;2;167
8;00506131A;0;248;0;248;518085;133;162;5;167
9;00520174A;0;0;0;0;20720635;89;159;8;167
9;00500610A;0;715;1943;2658;39683;289;101;66;167
8;00508235A;0;;;;288774;222;89;78;167
4;00002136O;0;113;52;165;16995;152;88;79;167
10;00509039A;0;42;76;118;18949074;322;17;150;167
3;00508632A;0;18;1606;1624;603513;282;12;155;167
11;00502984A;0;37;8;45;2692430;152;101;67;168
6;00003273E;0;39;274;313;2246994;289;10;158;168
1;00509723A;0;201;279;480;26434859;301;165;4;169
1;00508484A;0;69;86;155;462053;331;117;52;169
8;00029030X;0;261;41;302;558951;162;167;3;170
4;00520174A;0;91746;6006;97752;20720635;89;160;10;170
1;00508815A;0;245;0;245;3176592;331;160;10;170
4;00004939Q;0;542;0;542;1615;252;25;145;170
12;00012535L;0;45;0;45;1144243;81;11;159;170
8;00011402I;0;123;0;123;263710;133;170;1;171
1;00019332H;0;52;565;617;177482;289;153;18;171
12;00508567A;0;;;;535434;291;74;97;171
8;00506889A;0;58;99;157;19057133;256;56;115;171
7;00508651A;0;0;120;120;626244;262;8;163;171
1;00506137A;0;119;865;984;521215;257;150;22;172
4;00509024A;0;64;71;135;18540651;323;59;113;172
12;00505263A;0;137;16;153;74331;237;172;1;173
1;00004102F;0;239;2;241;26376997;331;171;2;173
11;00520174A;0;0;0;0;20720635;89;166;7;173
8;00507521A;2;194;11;205;421957;251;162;11;173
1;00508591A;0;437;53;490;561658;332;143;30;173
8;00004515H;0;223;91;314;91106;255;77;97;174
10;00060399B;0;123;801;924;41447;332;48;126;174
8;00508208A;0;284;125;409;262603;274;172;3;175
8;00502095A;0;166;64;230;391117;181;141;34;175
8;00005130R;0;148;54;202;5820;310;130;45;175
8;00005403B;0;452;626;1078;562114;255;124;51;175
5;00066853E;0;2016;56;2072;2396108;289;115;60;175
7;00508146A;0;54;135;189;228676;267;60;115;175
7;00501317A;0;648;288;936;151897;284;51;124;175
8;00002248A;0;46;599;645;608644;132;22;153;175
4;00505243A;0;345;3;348;67781;133;170;6;176
1;00508278A;0;18;71;89;318663;282;95;81;176
1;00509700A;0;234;797;1031;23806309;255;8;168;176
12;00520075A;0;178;5;183;460704;232;173;4;177
11;00019332H;0;145;32;177;177482;289;145;32;177
8;00509323A;0;48;268;316;24712785;310;41;136;177
6;00024672O;0;;;;30285805;142;20;157;177
10;00520174A;0;0;0;0;20720635;89;169;9;178
5;00520038A;0;28;378;406;203529;142;123;55;178
10;00508868A;0;614;530;1144;3917175;271;123;55;178
3;00508781A;0;111;482;593;2834894;257;18;160;178
8;00501248A;0;203;1;204;140919;329;178;1;179
2;00075807Y;0;155;0;155;138614;267;176;3;179
11;00520075A;0;279;12;291;460704;232;174;5;179
1;00509283A;0;215;0;215;23795677;251;172;7;179
10;00012535L;0;206;72;278;1144243;81;170;9;179
8;00508488A;0;281;27;308;467378;256;95;84;179
8;00029058V;0;6;198;204;11011642;259;92;87;179
1;00502168A;0;23;339;362;30452995;282;92;87;179
8;00001573G;0;34;117;151;361756;132;72;107;179
8;00502961A;0;87;23;110;2601667;162;70;109;179
8;00506975A;0;72;128;200;19699748;257;70;109;179
8;00010995M;0;166;241;407;84060;279;56;123;179
9;00500397A;0;380;297;677;13481;282;5;174;179
2;00003273E;0;14;232;246;2246994;289;3;176;179
8;00506446A;0;134;8;142;2668905;331;175;5;180
8;00016001R;0;195;69;264;25115269;139;149;31;180
8;00509062A;0;311;75;386;19083736;142;139;41;180
5;00500379A;0;155;35;190;10654;152;120;60;180
4;00500284A;0;40;82;122;2615656;141;70;110;180
5;00005580A;0;567;1076;1643;245902;284;18;162;180
11;00509545A;0;260;135;395;29138288;120;178;3;181
8;00006570C;0;138;4;142;2843197;133;177;4;181
11;00075807Y;0;198;8;206;138614;267;174;7;181
1;00509470A;0;268;4059;4327;27367205;282;36;145;181
1;00501317A;0;225;88;313;151897;284;18;163;181
8;00520108A;0;152;6;158;679330;91;175;7;182
3;00506825A;0;366;70;436;18533268;237;95;87;182
8;00506517A;0;61;215;276;3288687;257;48;134;182
11;00500245A;0;11;2;13;33146;322;179;4;183
5;00006357C;0;530;0;530;3988;331;177;6;183
8;00508261A;0;51;30;81;304538;281;146;37;183
1;00500116A;0;1536;184;1720;3346056;284;35;148;183
12;00508476A;0;442;40;482;450399;256;143;41;184
1;00508146A;0;100;65;165;228676;267;106;78;184
1;00006308O;0;50;176;226;3370729;284;54;130;184
1;00507028A;0;249;3;252;20701554;331;183;2;185
10;00509382A;0;233;62;295;25984960;268;171;14;185
1;00506191A;0;582;0;582;555849;331;150;35;185
10;00505307A;0;337;181;518;88292;141;101;84;185
10;00506825A;0;199;143;342;18533268;237;177;9;186
4;00509382A;0;246;11;257;25984960;268;168;18;186
8;00508652A;0;264;46;310;626490;251;128;58;186
3;00508373A;0;23;291;314;381430;251;125;61;186
1;00503273A;0;758;169;927;23239079;284;98;88;186
8;00029089H;0;272;540;812;14481925;282;42;144;186
2;00507932A;0;155;60;215;102643;142;143;44;187
1;00501468A;0;61;4;65;188687;265;74;113;187
6;00501207A;0;104;140;244;133458;322;26;161;187
11;00507302A;0;12;218;230;24131882;152;10;177;187
2;00506922A;0;83;1295;1378;19161528;152;7;180;187
4;00012535L;0;222;9;231;1144243;81;179;9;188
8;00008425D;0;268;113;381;671814;257;143;45;188
8;00503606A;0;56;59;115;19045017;321;109;79;188
8;00507890A;0;88;76;164;85316;259;93;95;188
7;00501020A;0;14;409;423;95106;162;40;148;188
1;00015393H;0;34;2168;2202;127086;284;29;159;188
1;00004947P;0;22;129;151;81232;282;17;171;188
1;00075807Y;0;164;7;171;138614;267;182;7;189
7;00075807Y;0;395;38;433;138614;267;182;7;189
10;00505986A;0;1120;1154;2274;425285;251;71;118;189
2;00509102A;0;39;1992;2031;19658578;289;6;183;189
12;00509637A;0;200;39;239;364891;251;189;1;190
11;00508164A;0;160;0;160;238853;202;124;66;190
5;00500901A;0;222;191;413;75315;274;118;72;190
1;00507901A;0;44;344;388;91774;289;22;168;190
1;00502891A;0;242;1;243;2360395;133;185;6;191
11;00004109V;0;126;10;136;2269386;141;176;15;191
8;00506737A;0;237;258;495;15017446;256;82;109;191
3;00508146A;0;121;129;250;228676;267;57;134;191
4;00500116A;0;82;443;525;3346056;284;56;135;191
12;00502168A;0;14;2200;2214;30452995;282;29;162;191
4;00015689F;0;9;358;367;2640608;267;16;175;191
2;00506191A;0;870;0;870;555849;331;176;16;192
8;00508627A;0;189;2;191;599967;251;171;21;192
11;00500901A;0;64;172;236;75315;274;114;78;192
8;00001909P;0;103;168;271;666000;234;61;131;192
3;00506998A;0;1772;0;1772;20129974;253;37;155;192
5;00509383A;0;68;218;286;25986776;267;27;165;192
8;00500924A;0;204;5;209;79534;81;189;4;193
1;00500976A;0;404;45;449;88557;321;165;28;193
1;00505778A;0;145;30;175;312386;284;91;102;193
1;00007103Z;0;1110;75;1185;58929;284;121;73;194
10;00501795A;0;193;210;403;296521;141;104;90;194
6;00003109Q;4;88;194;282;24159397;256;26;168;194
11;00504991A;0;2102;73;2175;3503;331;194;1;195
8;00005927O;0;411;21;432;32897;132;192;3;195
1;00501020A;0;12;315;327;95106;162;149;46;195
5;00075807Y;0;195;38;233;138614;267;193;3;196
6;00006357C;0;166;0;166;3988;331;175;21;196
10;00005193S;0;77;320;397;29909157;274;59;137;196
11;00502168A;0;53;0;53;30452995;282;33;163;196
12;00508108A;0;145;29;174;191830;331;167;30;197
5;00508204A;0;122;28;150;261604;91;159;38;197
11;00507188A;0;423;1766;2189;22341634;309;152;45;197
4;00502011A;0;367;50;417;369310;141;143;54;197
8;00508584A;0;181;73;254;554090;256;107;90;197
3;00509461A;0;266;379;645;27308431;289;69;128;197
12;00505473A;0;40;306;346;146463;283;65;132;197
2;00500116A;0;52;167;219;3346056;284;46;151;197
2;00508591A;0;498;31;529;561658;332;182;16;198
10;00507808A;0;193;35;228;54322;301;88;110;198
7;00508927A;0;1456;5530;6986;12596222;257;15;183;198
10;00509681A;0;183;110;293;19047036;331;82;117;199
11;00009276T;0;39;1790;1829;2267792;289;52;147;199
10;00500210A;0;6;1417;1423;20690485;289;18;181;199
8;00501131A;0;219;13;232;118370;133;187;13;200
7;00520108A;0;149;25;174;679330;91;171;29;200
8;00009764H;0;221;152;373;509769;162;140;60;200
2;00509383A;0;64;202;266;25986776;267;54;146;200
8;00506117A;0;5;73;78;510994;257;24;176;200
8;00504978A;0;141;75;216;934;329;135;66;201
12;00502850A;0;112;113;225;2254171;237;122;79;201
8;00508558A;0;240;250;490;525637;259;88;113;201
1;00508530A;0;101;164;265;497021;232;79;122;201
11;00509383A;0;74;126;200;25986776;267;59;142;201
3;00505558A;0;3;247;250;193294;143;3;198;201
11;00502199A;0;148;103;251;426303;237;1;200;201
3;00507028A;0;338;13;351;20701554;331;200;2;202
1;00505470A;0;76;67;143;145102;271;174;28;202
8;00015209N;0;234;12;246;62294;310;167;35;202
5;00506137A;0;1278;923;2201;521215;257;83;119;202
8;00003943A;0;110;43;153;5163;257;77;125;202
1;00501207A;0;64;116;180;133458;322;72;130;202
7;00509039A;0;48;113;161;18949074;322;52;150;202
1;00505926A;0;115;397;512;391517;282;42;160;202
12;00509383A;0;57;149;206;25986776;267;34;168;202
8;00508530A;0;41;105;146;497021;232;25;177;202
8;00003885O;0;39;213;252;310537;257;14;188;202
8;00508004A;0;172;105;277;135273;139;198;5;203
8;00010627E;0;234;111;345;286556;310;175;28;203
4;00005193S;0;51;60;111;29909157;274;115;88;203
10;00500901A;0;98;197;295;75315;274;102;101;203
10;00500116A;0;69;207;276;3346056;284;55;148;203
6;00509383A;0;30;263;293;25986776;267;48;155;203
2;00508659A;0;3;849;852;631569;324;7;196;203
6;00506825A;0;230;592;822;18533268;237;190;14;204
8;00506065A;0;68;1;69;471310;310;183;21;204
8;00505860A;0;315;81;396;360550;162;179;25;204
8;00002717L;0;169;204;373;25993092;310;148;56;204
7;00508647A;0;9;13;22;619072;289;200;5;205
8;00520129A;0;259;43;302;3381920;264;193;12;205
1;00509047A;0;223;13;236;19001946;251;188;17;205
9;00506229A;0;0;0;0;26336474;282;156;49;205
2;00501207A;0;30;115;145;133458;322;68;137;205
8;00501947A;0;174;292;466;350532;282;67;138;205
8;00066281I;0;62;150;212;5731;132;50;155;205
5;00505716A;0;95;203;298;266589;322;43;162;205
8;00013036V;0;53;240;293;13862;232;26;179;205
12;00507159A;0;52;72;124;22235287;257;16;189;205
6;00509545A;0;189;82;271;29138288;120;119;87;206
2;00503273A;0;133;95;228;23239079;284;114;92;206
3;00506221A;0;251;43;294;582316;142;43;163;206
11;00505326A;0;187;28;215;94850;143;169;38;207
2;00503727A;0;175;142;317;20076683;81;99;108;207
8;00507732A;0;0;50;50;30646;222;85;122;207
12;00506258A;0;117;74;191;616685;152;77;130;207
1;00507151A;0;21;193;214;22221537;284;47;160;207
10;00027594M;0;204;304;508;64907;239;45;162;207
8;00001828P;0;0;0;0;82309;324;5;202;207
8;00508510A;0;330;3;333;480785;251;182;26;208
8;00500880A;0;1503;44;1547;71989;331;178;30;208
11;00505510A;0;;;;162446;251;172;36;208
8;00005701L;0;106;55;161;140598;259;143;65;208
7;00003203G;0;256;1721;1977;22338027;284;116;92;208
5;00502068A;0;69;237;306;385392;152;31;177;208
6;00520075A;0;180;6;186;460704;232;205;4;209
8;00507480A;0;193;0;193;26279457;256;205;4;209
10;00507028A;0;155;11;166;20701554;331;179;30;209
2;00509076A;0;566;11;577;19196971;251;174;35;209
4;00507302A;0;9;117;126;24131882;152;74;135;209
1;00507699A;0;35;138;173;30268342;251;2;207;209
8;00004592C;0;242;10;252;43038;139;202;8;210
1;00509465A;0;151;1;152;27328794;81;193;17;210
3;00506446A;0;78;6;84;2668905;331;116;94;210
5;00505631A;0;52;162;214;230414;152;88;122;210
8;00506836A;0;16;432;448;18627661;310;58;152;210
3;00505716A;0;19;199;218;266589;322;20;190;210
7;00507254A;0;3;600;603;23320822;331;10;200;210
8;00505139A;0;102;10;112;41211;133;206;5;211
4;00506446A;0;276;3;279;2668905;331;201;10;211
8;00010955Y;0;219;0;219;2232905;162;195;16;211
1;00507871A;0;323;787;1110;78967;257;191;20;211
10;00508899A;0;676;25;701;11011718;256;189;22;211
12;00507747A;0;215;35;250;37202;267;165;46;211
4;00508146A;0;133;87;220;228676;267;69;142;211
2;00507957A;0;39;104;143;116058;256;67;144;211
2;00507151A;0;33;223;256;22221537;284;36;175;211
2;00508988A;0;50;256;306;18156975;331;210;2;212
4;00004102F;0;242;3;245;26376997;331;205;7;212
8;00507285A;0;168;17;185;24100110;237;198;14;212
1;00024672O;0;;;;30285805;142;96;116;212
1;00502850A;0;109;280;389;2254171;237;95;117;212
8;00502194A;0;160;283;443;424871;237;79;133;212
10;00506446A;0;257;13;270;2668905;331;209;4;213
8;00010689D;0;;;;30825256;256;207;6;213
8;00504992A;0;209;26;235;3666;81;168;45;213
3;00509062A;0;925;67;992;19083736;142;162;51;213
1;00506116A;0;144;96;240;29256304;181;136;77;213
8;00505064A;0;229;110;339;24680;237;103;110;213
8;00003998C;0;50;293;343;22204043;289;54;159;213
9;00505368A;0;121;661;782;108697;282;39;174;213
9;00520075A;0;144;1;145;460704;232;209;5;214
11;00507285A;0;226;4;230;24100110;237;207;7;214
8;00508290A;0;232;3;235;330390;133;195;19;214
5;00506258A;0;59;207;266;616685;152;150;64;214
8;00502705A;0;60;212;272;663136;310;125;89;214
8;00500716A;0;609;401;1010;51064;236;95;119;214
1;00004469D;0;102;478;580;24534;257;54;160;214
8;00013140Q;0;173;107;280;236102;324;42;172;214
7;00506164A;0;172;28;200;537842;257;9;205;214
4;00508659A;0;16;553;569;631569;324;2;212;214
5;00509382A;0;294;1;295;25984960;268;209;6;215
12;00007165Y;0;180;1597;1777;5468;301;197;18;215
8;00501119A;0;446;97;543;116466;141;185;30;215
11;00506637A;0;455;12;467;10794610;331;206;10;216
12;00505326A;0;183;1;184;94850;143;189;27;216
4;00003678H;0;265;18;283;11067;141;182;34;216
5;00502116A;0;90;1768;1858;397561;284;172;44;216
8;00507718A;0;60;563;623;26134;255;51;165;216
3;00501207A;0;43;218;261;133458;322;45;171;216
2;00520162A;0;124;6;130;19617730;182;216;1;217
8;00505263A;0;218;20;238;74331;237;191;26;217
9;00503404A;0;59;253;312;14998622;91;171;46;217
7;00508166A;0;346;15;361;240942;331;216;2;218
7;00520075A;0;211;0;211;460704;232;213;5;218
2;00509382A;0;196;2;198;25984960;268;209;9;218
8;00509294A;0;259;171;430;24111394;256;169;49;218
9;00005224B;0;50;1185;1235;78729;205;81;137;218
8;00507128A;0;141;102;243;22180153;255;61;157;218
8;00060399B;0;175;264;439;41447;332;43;175;218
2;00506116A;0;279;196;475;29256304;181;207;12;219
8;00502031A;0;156;8;164;374529;162;178;41;219
8;00010685U;0;136;391;527;57449;162;76;143;219
8;00007011T;0;128;75;203;2272633;329;72;147;219
9;00506333A;0;25;699;724;669460;237;64;155;219
1;00508544A;0;212;105;317;510486;251;60;159;219
8;00004730N;0;0;0;0;11425;282;15;204;219
1;00507648A;0;;;;30251617;331;150;70;220
8;00520166A;0;121;80;201;19654313;272;149;71;220
3;00506583A;0;591;2279;2870;3912822;303;77;143;220
9;00501945A;0;174;223;397;350286;81;75;145;220
10;00019332H;0;37;180;217;177482;289;34;186;220
8;00006873X;0;0;0;0;155544;81;202;19;221
1;00507747A;0;176;48;224;37202;267;177;44;221
1;00507419A;0;395;161;556;29533377;292;161;60;221
9;00505470A;0;650;1496;2146;145102;271;143;78;221
1;00507245A;0;88;2363;2451;23294805;282;21;200;221
1;00502214A;0;5;208;213;432728;284;10;211;221
8;00505729A;0;199;5;204;275482;259;211;11;222
1;00505269A;0;;;;76275;81;168;54;222
8;00507807A;0;195;139;334;54024;259;141;81;222
3;00500901A;0;305;262;567;75315;274;94;128;222
11;00507194A;0;450;0;450;23195790;331;222;1;223
1;00509651A;0;327;0;327;658406;251;210;13;223
5;00012535L;0;319;0;319;1144243;81;202;21;223
1;00509379A;0;4;142;146;25973580;283;140;83;223
2;00508146A;0;53;62;115;228676;267;139;84;223
11;00509074A;0;2;1954;1956;19180914;279;65;158;223
8;00503445A;0;27;530;557;15055455;265;45;178;223
4;00009365S;0;27;1142;1169;388428;152;28;195;223
8;00501058A;0;324;0;324;101788;251;222;2;224
12;00508211A;0;380;1;381;264031;331;205;19;224
8;00006799N;0;190;9;199;81035;133;194;30;224
11;00506442A;0;;;;2644483;251;164;60;224
5;00506756A;0;399;24;423;15047177;152;141;83;224
10;00009276T;0;28;1485;1513;2267792;289;41;183;224
11;00015393H;0;98;172;270;127086;284;40;184;224
1;00520039A;0;248;5;253;203763;272;219;6;225
6;00505155A;0;553;27;580;43477;107;204;21;225
1;00508369A;0;55;141;196;379120;262;138;87;225
12;00508075A;0;90;92;182;173970;206;110;115;225
8;00507934A;0;72;191;263;105118;206;72;153;225
12;00005193S;0;77;148;225;29909157;274;61;164;225
8;00506145A;0;57;79;136;524320;279;51;174;225
8;00507901A;0;45;3109;3154;91774;289;25;200;225
6;00508457A;0;;;;435007;256;222;4;226
8;00507194A;0;393;2;395;23195790;331;220;6;226
7;00509024A;0;93;737;830;18540651;323;114;112;226
2;00002377N;0;97;593;690;29526370;289;109;117;226
9;00003240O;0;175;86;261;22227380;251;224;3;227
7;00006357C;0;247;0;247;3988;331;220;7;227
9;00508164A;0;253;16;269;238853;202;208;19;227
11;00520038A;0;4;754;758;203529;142;17;210;227
1;00508688A;0;0;1201;1201;664963;310;4;223;227
8;00502466A;0;253;21;274;556762;162;224;4;228
8;00508073A;0;215;0;215;173646;251;224;4;228
10;00509383A;0;74;125;199;25986776;267;94;134;228
1;00507702A;0;111;754;865;18339;302;49;179;228
1;00509647A;0;83;124;207;601186;284;28;200;228
1;00500255A;0;13;289;302;2892810;322;19;209;228
1;00508458A;0;15;294;309;435950;237;17;211;228
12;00015689F;0;28;35;63;2640608;267;16;212;228
8;00508692A;0;0;153;153;673713;310;12;216;228
7;00004102F;0;256;0;256;26376997;331;227;2;229
8;00509622A;0;436;19;455;14527;256;216;13;229
5;00505747A;0;450;2;452;293781;152;194;35;229
6;00506229A;0;229;13;242;26336474;282;188;41;229
8;00508789A;0;234;36;270;2948390;256;167;62;229
8;00503397A;0;182;790;972;14534037;279;94;135;229
1;00027594M;0;75;248;323;64907;239;50;179;229
4;00505287A;0;225;62;287;81871;257;202;28;230
1;00509170A;0;304;13;317;20769299;331;196;34;230
8;00506191A;0;451;2;453;555849;331;190;40;230
8;00506497A;2;109;385;494;3087187;222;165;65;230
8;00508780A;0;278;0;278;2810216;331;137;93;230
1;00012535L;0;56;50;106;1144243;81;173;58;231
2;00509399A;0;358;9;367;26021434;310;163;68;231
3;00509681A;0;140;129;269;19047036;331;151;80;231
8;00501144A;0;159;144;303;121406;259;146;85;231
11;00520162A;0;102;20;122;19617730;182;230;2;232
8;00506058A;0;70;135;205;468713;310;221;11;232
2;00509170A;0;260;58;318;20769299;331;197;35;232
7;00506285A;0;3134;7;3141;634503;331;174;58;232
8;00049923C;0;165;18;183;661494;181;166;66;232
8;00005190M;0;629;259;888;30453584;245;162;70;232
11;00509647A;0;411;387;798;601186;284;141;91;232
6;00507932A;0;36;270;306;102643;142;38;194;232
4;00508457A;0;165;20;185;435007;256;223;10;233
1;00505534A;0;295;152;447;172898;282;216;17;233
6;00505386A;0;333;280;613;115106;251;163;70;233
8;00508763A;0;228;95;323;2613239;256;159;74;233
11;00506333A;0;11;1242;1253;669460;237;93;140;233
8;00505855A;0;136;228;364;357096;325;81;152;233
9;00015393H;0;45;160;205;127086;284;77;156;233
11;00505461A;0;136;184;320;142231;152;75;158;233
4;00505716A;0;1;149;150;266589;322;72;161;233
8;00503565A;0;134;47;181;18696125;152;202;32;234
3;00508457A;0;352;16;368;435007;256;200;34;234
11;00506132A;0;208;74;282;518544;331;174;60;234
8;00505269A;0;;;;76275;81;163;71;234
9;00506771A;0;79;1094;1173;17854762;256;112;122;234
12;00507381A;0;194;157;351;25114001;141;93;141;234
2;00509669A;0;356;0;356;12589226;331;208;27;235
8;00007487X;0;60;110;170;129387;162;118;117;235
8;00506825A;0;122;272;394;18533268;237;112;123;235
8;00506587A;0;147;6;153;3921089;257;82;153;235
8;00507297A;0;48;194;242;24118379;133;67;168;235
3;00508166A;0;602;9;611;240942;331;228;8;236
7;00506173A;0;;;;543680;279;135;101;236
8;00019834I;0;114;186;300;29533382;237;117;119;236
12;00506124A;0;66;266;332;514897;331;113;123;236
8;00508457A;0;;;;435007;256;234;3;237
9;00509681A;0;201;323;524;19047036;331;228;9;237
8;00502101A;0;;;;393024;329;207;30;237
8;00506378A;0;86;92;178;2262709;251;138;99;237
8;00506523A;0;104;543;647;3344298;310;125;112;237
8;00502891A;0;288;0;288;2360395;133;233;5;238
7;00003109Q;4;87;211;298;24159397;256;53;185;238
1;00387921M;0;9;2730;2739;3961338;282;4;234;238
4;00066853E;0;39;0;39;2396108;289;236;3;239
8;00505155A;0;125;22;147;43477;107;205;34;239
8;00501149A;0;200;126;326;121833;162;193;46;239
9;00508780A;0;199;121;320;2810216;331;193;46;239
8;00502546A;0;106;80;186;591225;310;114;125;239
8;00520012A;0;120;367;487;75098;202;84;155;239
5;00506180A;0;34;626;660;548790;263;59;180;239
7;00509383A;0;55;251;306;25986776;267;58;181;239
10;00006098E;0;;;;145642;152;26;213;239
2;00063358C;0;19;1798;1817;89773;289;239;1;240
8;00507850A;0;866;3602;4468;68354;289;211;29;240
10;00507188A;0;629;373;1002;22341634;309;209;31;240
4;00505055A;0;237;44;281;21096;237;185;55;240
8;00012660O;0;10;706;716;111422;284;97;143;240
8;00005780I;0;226;6;232;25108904;321;240;1;241
1;00500400A;0;271;15;286;14185;133;235;6;241
8;00075807Y;0;122;6;128;138614;267;235;6;241
11;00500379A;0;116;70;186;10654;152;212;29;241
3;00501945A;0;297;112;409;350286;81;136;105;241
8;00508868A;0;74;588;662;3917175;271;136;105;241
8;00005377D;0;34;245;279;437530;162;114;127;241
3;00509662A;0;0;2312;2312;3196320;282;94;147;241
6;00508373A;0;222;510;732;381430;251;44;197;241
6;00507285A;0;325;22;347;24100110;237;224;18;242
8;00507347A;0;398;33;431;24689494;321;215;27;242
8;00003474Q;0;151;196;347;216129;139;156;86;242
8;00504981A;0;134;184;318;1580;282;152;90;242
1;00505064A;0;125;122;247;24680;237;151;91;242
8;00003159G;0;197;65;262;560240;139;141;101;242
2;00502763A;0;261;456;717;677795;282;141;101;242
9;00508146A;0;117;69;186;228676;267;84;158;242
8;00003239E;0;78;127;205;475976;256;74;168;242
2;00509024A;0;56;55;111;18540651;323;64;178;242
1;00506829A;0;346;328;674;18572593;284;60;182;242
2;00006357C;0;200;0;200;3988;331;217;26;243
2;00020756Y;0;148;106;254;492864;332;214;29;243
5;00028955Y;0;204;7764;7968;2307293;289;196;47;243
8;00508030A;0;151;80;231;145772;251;163;80;243
8;00508544A;0;37;147;184;510486;251;120;123;243
11;00060399B;0;184;240;424;41447;332;54;189;243
3;00502054A;0;674;0;674;381094;133;241;3;244
3;00509382A;0;222;11;233;25984960;268;209;35;244
7;00505778A;0;562;786;1348;312386;284;192;52;244
8;00509647A;0;155;45;200;601186;284;17;227;244
8;00509700A;0;36;1766;1802;23806309;255;12;232;244
3;00506164A;0;26;400;426;537842;257;2;242;244
8;00501135A;0;533;189;722;119127;292;241;4;245
8;00508342A;0;838;130;968;368804;289;240;5;245
12;00509170A;0;191;99;290;20769299;331;234;11;245
8;00509465A;0;250;27;277;27328794;81;227;18;245
4;00049923C;0;399;47;446;661494;181;185;60;245
8;00502550A;0;155;94;249;593197;257;175;70;245
8;00505638A;0;135;0;135;232939;162;120;125;245
1;00506124A;0;170;73;243;514897;331;110;135;245
8;00059952R;0;164;94;258;176446;243;97;148;245
1;00011402I;0;301;1;302;263710;133;245;1;246
6;00066853E;0;2512;1;2513;2396108;289;227;19;246
10;00509170A;0;175;104;279;20769299;331;212;34;246
10;00505055A;0;281;34;315;21096;237;208;38;246
1;00507809A;0;41;140;181;54454;282;75;171;246
12;00501207A;0;88;176;264;133458;322;42;204;246
9;00500482A;0;32;171;203;25530;152;17;229;246
8;00509659A;0;292;7;299;2605958;331;236;11;247
8;00005537Z;0;301;1;302;4367;329;212;35;247
8;00502094A;0;126;714;840;390883;289;151;96;247
11;00506285A;0;6130;19;6149;634503;331;143;104;247
8;00509068A;0;80;22;102;19154046;264;79;168;247
2;00507699A;0;734;139;873;30268342;251;38;209;247
10;00508332A;0;0;1259;1259;359549;282;5;242;247
11;00508522A;0;190;0;190;491401;251;244;4;248
8;00506229A;0;1043;0;1043;26336474;282;207;41;248
9;00508204A;0;103;0;103;261604;91;186;62;248
8;00501605A;0;0;36;36;233305;151;96;152;248
2;00508029A;0;31;703;734;145061;289;62;186;248
1;00508692A;0;0;291;291;673713;310;18;230;248
8;00500180A;0;39;883;922;670849;329;18;230;248
10;00507787A;0;13;2519;2532;48449;289;12;236;248
3;00075807Y;0;162;17;179;138614;267;247;2;249
4;00075807Y;0;145;35;180;138614;267;243;6;249
8;00501391A;0;205;0;205;168070;181;221;28;249
